adresseGPS,latitude,longitude
"1 RUE PIXERECOURT, Paris 75020",48.87028,2.39547
"91 AV SECRETAN, Paris 75019",48.87916,2.37819
"9 RUE HENRI CHEVREAU, Paris 75020",48.86924,2.38942
"57 RUE PIXERECOURT, Paris 75020",48.87335,2.39587
"16 RUE PRADIER, Paris 75019",48.87537,2.3818
"85 AV JEAN JAURES, Paris 75019",48.88526,2.37905
"80 RUE HAXO, Paris 75020",48.87409,2.40348
"20 QUAI DE LA MARNE, Paris 75019",48.88935,2.3822
"59 RUE D HAUTPOUL, Paris 75019",48.88522,2.38698
"60 RUE PIAT, Paris 75020",48.87334,2.38339
"78 RUE COMPANS, Paris 75019",48.87932,2.39211
"28 RUE SAINT FARGEAU, Paris 75020",48.87154,2.40271
"58 RUE COMPANS, Paris 75019",48.87839,2.39309
"226 RUE DES PYRENEES, Paris 75020",48.86685,2.39712
"40 RUE BOTZARIS, Paris 75019",48.87879,2.38272
"119 AV DE FLANDRE, Paris 75019",48.89146,2.37735
"40 RUE ETIENNE DOLET, Paris 75020",48.86818,2.3861
"10 RUE DE LA CR DES NOUES, Paris 75020",48.86405,2.40275
"101 RUE DES COURONNES, Paris 75020",48.87219,2.38924
"4 VOIE Z 20, Paris 75020",48.87431,2.39729
"92 AV JEAN JAURES, Paris 75019",48.88493,2.379
"102 RUE DES MARAICHERS, Paris 75020",48.85505,2.40624
"16 RUE DENOYEZ, Paris 75020",48.87177,2.37851
"85B RUE DE BAGNOLET, Paris 75020",48.8587,2.40116
"112 RUE DES GRANDS CHAMPS, Paris 75020",48.85181,2.4081
"27 RUE DU CLOS, Paris 75020",48.85744,2.40712
"17 RUE DE LORRAINE, Paris 75019",48.88557,2.38335
"9 AV TAILLADE, Paris 75020",48.87442,2.39417
"48 RUE MOURAUD, Paris 75020",48.85618,2.40882
"19 BD DAVOUT, Paris 75020",48.84863,2.41106
"157 AV JEAN JAURES, Paris 75019",48.88716,2.38629
"116 RUE PELLEPORT, Paris 75020",48.86984,2.40021
"60 AV SIMON BOLIVAR, Paris 75019",48.87656,2.3774
"35 RUE DE MEAUX, Paris 75019",48.88017,2.37228
"10 RUE MELINGUE, Paris 75019",48.87507,2.38594
"23 RUE DES MONTIBOEUFS, Paris 75020",48.86657,2.40493
"14 RUE DU REPOS, Paris 75020",48.85871,2.39137
"82 QUAI DE LA LOIRE, Paris 75019",48.88703,2.37846
"139 RUE PELLEPORT, Paris 75020",48.87303,2.39779
"40 RUE DE LA JUSTICE, Paris 75020",48.86883,2.40818
"109 RUE MANIN, Paris 75019",48.88338,2.38836
"3 RUE DE LA CHINE, Paris 75020",48.86465,2.4013
"50 RUE PETIT, Paris 75019",48.885,2.38364
"17 RUE CLAVEL, Paris 75019",48.87511,2.38417
"14 RUE D ANNAM, Paris 75020",48.86677,2.39423
"12 RUE DE LA LIBERTE, Paris 75019",48.88079,2.39301
"7 RUE BURNOUF, Paris 75019",48.87573,2.37392
"383 RUE DES PYRENEES, Paris 75020",48.87368,2.38858
"54 RUE DE BAGNOLET, Paris 75020",48.85728,2.39901
"1 RUE DUVERGIER, Paris 75019",48.88875,2.37807
"269 RUE DES PYRENEES, Paris 75020",48.86734,2.3964
"11 RUE DE LA CR DES NOUES, Paris 75020",48.86385,2.40286
"13B AV DU PERE LACHAISE, Paris 75020",48.86435,2.39782
"13 VLA PAUL VERLAINE, Paris 75019",48.88173,2.38924
"26 RUE DES MONTIBOEUFS, Paris 75020",48.86691,2.4046
"2 RUE REBEVAL, Paris 75019",48.87392,2.37549
"90 RUE DES COURONNES, Paris 75020",48.87038,2.38721
"52 RUE PETIT, Paris 75019",48.88506,2.38398
"14 RUE DE LA VILLETTE, Paris 75019",48.87542,2.38748
"5A COUR DE LA METAIRIE, Paris 75020",48.87329,2.38598
"9 RUE EDGAR POE, Paris 75019",48.87715,2.37687
"336 RUE DES PYRENEES, Paris 75020",48.87385,2.38928
"77 RUE DE BAGNOLET, Paris 75020",48.85815,2.40021
"129 AV GAMBETTA, Paris 75020",48.86866,2.40157
"18 RUE DE LAGNY, Paris 75020",48.84879,2.40096
"26 RUE FLORIAN, Paris 75020",48.85928,2.40355
"294 RUE DE BELLEVILLE, Paris 75020",48.87628,2.40398
"11 QUAI DE LA GIRONDE, Paris 75019",48.89383,2.38466
"69 RUE ALEXANDRE DUMAS, Paris 75020",48.85468,2.397
"1 RUE JANSSEN, Paris 75019",48.87924,2.39657
"84 RUE DE CRIMEE, Paris 75019",48.88247,2.38628
"79 RUE DES GRANDS CHAMPS, Paris 75020",48.8515,2.406
"58B RUE HAXO, Paris 75020",48.87252,2.40413
"28 RUE DE L ARGONNE, Paris 75019",48.89415,2.38218
"27 AV SECRETAN, Paris 75019",48.88157,2.37274
"12 RUE DU CAMBODGE, Paris 75020",48.86637,2.398
"73 RUE DES MARAICHERS, Paris 75020",48.85454,2.40616
"37 RUE DE LA PLAINE, Paris 75020",48.85008,2.40312
"1 RUE ROBINEAU, Paris 75020",48.8646,2.39226
"3 RUE DE L AVENIR, Paris 75020",48.87179,2.39611
"105 RUE HAXO, Paris 75020",48.87547,2.40267
"126 RUE HAXO, Paris 75019",48.87709,2.40215
"34 RUE D AUBERVILLIERS, Paris 75019",48.88598,2.36635
"36 RUE DES HAIES, Paris 75020",48.85324,2.40145
"8 RUE AUGER, Paris 75020",48.85098,2.39929
"50 RUE DE LA JUSTICE, Paris 75020",48.86862,2.40845
"94 RUE DE L OURCQ, Paris 75019",48.89376,2.37402
"98 RUE PELLEPORT, Paris 75020",48.8687,2.40121
"30 AV GAMBETTA, Paris 75020",48.86488,2.39656
"6 RUE FRANCOIS PINTON, Paris 75019",48.88201,2.39005
"2 RUE BURNOUF, Paris 75019",48.87528,2.37387
"9 CRS DE VINCENNES, Paris 75020",48.84841,2.40002
"14 RUE DE THIONVILLE, Paris 75019",48.88849,2.38192
"98 AV SIMON BOLIVAR, Paris 75019",48.8779,2.37426
"23 RUE DE ROMAINVILLE, Paris 75019",48.87724,2.39991
"2 AV JEAN JAURES, Paris 75019",48.88273,2.37062
"46 RUE BOTZARIS, Paris 75019",48.87898,2.38327
"7 RUE STENDHAL, Paris 75020",48.86127,2.40196
"45 RUE DU TELEGRAPHE, Paris 75020",48.87459,2.39894
"8 RUE DE BAGNOLET, Paris 75020",48.85664,2.39544
"77 AV JEAN JAURES, Paris 75019",48.88505,2.37825
"11 RUE DES HAIES, Paris 75020",48.85247,2.40004
"56 RUE STENDHAL, Paris 75020",48.86275,2.40057
"54 RUE SAINT BLAISE, Paris 75020",48.858,2.40702
"3 RUE DU JOURDAIN, Paris 75020",48.87409,2.38936
"18 RUE LIGNER, Paris 75020",48.85788,2.39734
"3 RUE DU DEPARTEMENT, Paris 75019",48.88496,2.36702
"231 RUE DES PYRENEES, Paris 75020",48.86377,2.39919
"10 RUE DE CAMBRAI, Paris 75019",48.89424,2.37777
"133 RUE DES PYRENEES, Paris 75020",48.85788,2.40344
"8 RUE MEYNADIER, Paris 75019",48.88311,2.38304
"34 RUE SORBIER, Paris 75020",48.86601,2.39236
"76 RUE PETIT, Paris 75019",48.88573,2.38793
"50 RUE DU BORREGO, Paris 75020",48.8736,2.40253
"37 AV JEAN JAURES, Paris 75019",48.88414,2.37412
"67 RUE DE MENILMONTANT, Paris 75020",48.86828,2.38774
"80 RUE DE BELLEVILLE, Paris 75020",48.87357,2.38432
"14 PAS DES SOUPIRS, Paris 75020",48.86873,2.39647
"42 RUE DE LA CHINE, Paris 75020",48.86914,2.397
"97 RUE DE BELLEVILLE, Paris 75019",48.87424,2.38578
"103 RUE VILLIERS ISLE ADAM, Paris 75020",48.86869,2.39958
"74 RUE ARCHEREAU, Paris 75019",48.89306,2.37637
"11 SQ VITRUVE, Paris 75020",48.85892,2.40883
"6 RUE DES ANNELETS, Paris 75019",48.8772,2.38936
"22 RUE FESSART, Paris 75019",48.87682,2.38602
"21 PAS GAMBETTA, Paris 75020",48.87264,2.40159
"35 BD SERURIER, Paris 75019",48.878,2.40392
"14 RUE DES SOLITAIRES, Paris 75019",48.87693,2.38891
"123 RUE DE CRIMEE, Paris 75019",48.88621,2.38176
"37 RUE SAINT FARGEAU, Paris 75020",48.87176,2.40296
"348 RUE DES PYRENEES, Paris 75020",48.87392,2.38775
"25 RUE HENRI CHEVREAU, Paris 75020",48.86991,2.38923
"31 RUE LIGNER, Paris 75020",48.85759,2.39819
"6 RUE JEAN BAPTISTE DUMAY, Paris 75020",48.87411,2.388
"305 RUE DES PYRENEES, Paris 75020",48.87046,2.39366
"29 RUE VITRUVE, Paris 75020",48.85738,2.40333
"153 RUE DE BAGNOLET, Paris 75020",48.8631,2.40687
"11 AV GAMBETTA, Paris 75020",48.86357,2.38978
"10 RUE DU LIBAN, Paris 75020",48.86873,2.38552
"45 AV GAMBETTA, Paris 75020",48.86457,2.39369
"14 RUE D HAUTPOUL, Paris 75019",48.88122,2.38849
"80 RUE CURIAL, Paris 75019",48.89466,2.37432
"65 RUE D AVRON, Paris 75020",48.8523,2.40333
"49 AV JEAN JAURES, Paris 75019",48.88433,2.37549
"7 RUE EMILE LANDRIN, Paris 75020",48.86357,2.39809
"37 CRS DE VINCENNES, Paris 75020",48.84817,2.40266
"4 RUE DE CAMBRAI, Paris 75019",48.89362,2.37705
"101 RUE DE MEAUX, Paris 75019",48.88399,2.37763
"2 RUE DU TUNNEL, Paris 75019",48.87893,2.38549
"27 RUE ETIENNE DOLET, Paris 75020",48.86802,2.38484
"122 RUE DE BAGNOLET, Paris 75020",48.86029,2.40438
"207 RUE DE CRIMEE, Paris 75019",48.89185,2.37524
"4 RUE MELINGUE, Paris 75019",48.87476,2.38615
"94 RUE HAXO, Paris 75020",48.87496,2.40312
"42 RUE VILLIERS ISLE ADAM, Paris 75020",48.86664,2.39556
"3 RUE DE LUNEVILLE, Paris 75019",48.88689,2.38735
"36 RUE ETIENNE DOLET, Paris 75020",48.86811,2.3858
"45 RUE DU PRE ST GERVAIS, Paris 75019",48.87876,2.39737
"36 RUE SORBIER, Paris 75020",48.86587,2.39257
"29 RUE HAXO, Paris 75020",48.87105,2.40455
"4 PAS DE MELUN, Paris 75019",48.88393,2.37622
"155B RUE PELLEPORT, Paris 75020",48.87412,2.39779
"311 RUE DE BELLEVILLE, Paris 75019",48.87646,2.40341
"30 RUE DE LA CHINE, Paris 75020",48.8686,2.39769
"103 RUE JULIEN LACROIX, Paris 75020",48.87299,2.38196
"57 RUE DE LA VILLETTE, Paris 75019",48.87823,2.38804
"5 RUE DU SURMELIN, Paris 75020",48.86816,2.40232
"9 PL ADJUDANT VINCENOT, Paris 75020",48.8708,2.40845
"126 AV GAMBETTA, Paris 75020",48.87273,2.40495
"7 RUE MANIN, Paris 75019",48.87701,2.37856
"164 RUE DES PYRENEES, Paris 75020",48.86078,2.40072
"6 RUE TACLET, Paris 75020",48.87127,2.39744
"15 RUE DE MOUZAIA, Paris 75019",48.88027,2.39244
"178 RUE DE BELLEVILLE, Paris 75020",48.8753,2.39288
"34 RUE DU SOLEIL, Paris 75020",48.8735,2.39547
"15 QUAI DE L OISE, Paris 75019",48.89067,2.38323
"100 RUE ALEXANDRE DUMAS, Paris 75020",48.85518,2.39925
"32 RUE DES BOIS, Paris 75019",48.87835,2.39949
"59 RUE DES VIGNOLES, Paris 75020",48.85483,2.40084
"118 AV JEAN JAURES, Paris 75019",48.88608,2.3834
"29 RUE DE LA PLAINE, Paris 75020",48.85004,2.40241
"144 RUE D AVRON, Paris 75020",48.85326,2.40978
"62 RUE RIQUET, Paris 75019",48.8897,2.3686
"257 RUE DE BELLEVILLE, Paris 75019",48.87557,2.39849
"20 RUE MANIN, Paris 75019",48.88307,2.3874
"139 RUE DES PYRENEES, Paris 75020",48.85837,2.40287
"21 RUE DE CRIMEE, Paris 75019",48.87837,2.39074
"3 RUE DE TANGER, Paris 75019",48.88454,2.36694
"59 RUE SAINT FARGEAU, Paris 75020",48.87213,2.40564
"76 RUE DE LA MARE, Paris 75020",48.87224,2.38987
"92 RUE D AUBERVILLIERS, Paris 75019",48.88939,2.36807
"82 AV DE FLANDRE, Paris 75019",48.88956,2.3758
"29 RUE FESSART, Paris 75019",48.87658,2.38617
"90 RUE DE L OURCQ, Paris 75019",48.89373,2.37449
"12 RUE DUPONT DE L EURE, Paris 75020",48.86821,2.40015
"72 QUAI DE LA LOIRE, Paris 75019",48.88661,2.37762
"18 RUE LESAGE, Paris 75020",48.87226,2.38199
"98 RUE DES GRANDS CHAMPS, Paris 75020",48.85165,2.40739
"60T RUE HAXO, Paris 75020",48.87304,2.40391
"279 RUE DES PYRENEES, Paris 75020",48.8684,2.39558
"15 RUE DE LA VILLETTE, Paris 75019",48.87548,2.38734
"62 RUE PIXERECOURT, Paris 75020",48.87379,2.39625
"142 AV JEAN JAURES, Paris 75019",48.88689,2.3865
"80 BD DE BELLEVILLE, Paris 75020",48.87357,2.38432
"25 RUE DU CLOS, Paris 75020",48.85737,2.40703
"67 RUE DES GRANDS CHAMPS, Paris 75020",48.85136,2.40486
"58 RUE DU SURMELIN, Paris 75020",48.86941,2.40586
"39 CRS DE VINCENNES, Paris 75020",48.84815,2.40293
"14 RUE DU PRESSOIR, Paris 75020",48.86882,2.38341
"58 AV SIMON BOLIVAR, Paris 75019",48.87656,2.37762
"30 RUE DES BOIS, Paris 75019",48.8783,2.39911
"45 RUE DE MEAUX, Paris 75019",48.88078,2.37274
"52 RUE DES HAIES, Paris 75020",48.85368,2.40223
"74 AV JEAN JAURES, Paris 75019",48.88459,2.37771
"22 RUE MANIN, Paris 75019",48.88309,2.38757
"1 RUE FERDINAND GAMBON, Paris 75020",48.85307,2.40736
"86 RUE D AVRON, Paris 75020",48.8525,2.40548
"36 RUE DE LAGNY, Paris 75020",48.84883,2.40292
"100 AV DE FLANDRE, Paris 75019",48.89081,2.3774
"343 RUE DES PYRENEES, Paris 75020",48.87181,2.3919
"50 RUE DE MENILMONTANT, Paris 75020",48.86814,2.38779
"271 RUE DE BELLEVILLE, Paris 75019",48.87591,2.40017
"10 RUE DE LA CHINE, Paris 75020",48.86698,2.39951
"107 AV SIMON BOLIVAR, Paris 75019",48.87869,2.37415
"283 RUE DES PYRENEES, Paris 75020",48.86877,2.39529
"71 RUE SAINT BLAISE, Paris 75020",48.85695,2.40902
"99 AV JEAN JAURES, Paris 75019",48.88557,2.38024
"78 RUE ORFILA, Paris 75020",48.86721,2.39848
"110 RUE DE BELLEVILLE, Paris 75020",48.87459,2.38722
"22 RUE DU CAPITAINE MARCHAL, Paris 75020",48.86733,2.40481
"13 RUE MONTE CRISTO, Paris 75020",48.85585,2.39789
"65 RUE DES VIGNOLES, Paris 75020",48.85515,2.40125
"46 RUE DE BELLEVILLE, Paris 75020",48.87306,2.38121
"41 RUE STENDHAL, Paris 75020",48.86256,2.40055
"4 RUE DE LA PLAINE, Paris 75020",48.84978,2.39954
"5 RUE DE L EST, Paris 75020",48.87095,2.39398
"19 RUE D HAUTPOUL, Paris 75019",48.88162,2.38835
"91 RUE COMPANS, Paris 75019",48.88056,2.38945
"262B RUE DES PYRENEES, Paris 75020",48.86943,2.39511
"50 RUE RIQUET, Paris 75019",48.88947,2.3705
"6 PAS DES FOURS A CHAUX, Paris 75019",48.87973,2.37344
"15 RUE DUPONT DE L EURE, Paris 75020",48.86835,2.39981
"38 RUE FESSART, Paris 75019",48.87685,2.38409
"10 RUE RIQUET, Paris 75019",48.88836,2.37599
"9 RUE CHARLES FRIEDEL, Paris 75020",48.87273,2.39498
"17B RUE MATHIS, Paris 75019",48.89091,2.37444
"12 RUE DUVERGIER, Paris 75019",48.88946,2.37692
"92 RUE DE LA VILLETTE, Paris 75019",48.8791,2.38836
"81 RUE DES PRAIRIES, Paris 75020",48.86375,2.40076
"12 CITE LECLAIRE, Paris 75020",48.86057,2.40619
"32 RUE CAVENDISH, Paris 75019",48.88353,2.37967
"52 RUE DE MEAUX, Paris 75019",48.88191,2.37416
"69 AV GAMBETTA, Paris 75020",48.86507,2.39659
"16 QUAI DE LA MARNE, Paris 75019",48.88915,2.38179
"89 RUE PIXERECOURT, Paris 75020",48.87508,2.39539
"8 AV SIMON BOLIVAR, Paris 75019",48.87408,2.38465
"62 AV SIMON BOLIVAR, Paris 75019",48.87655,2.37718
"21 RUE CAVENDISH, Paris 75019",48.88297,2.37991
"43 RUE DE MEAUX, Paris 75019",48.88061,2.37267
"33 RUE TANDOU, Paris 75019",48.88672,2.38083
"85 AV SIMON BOLIVAR, Paris 75019",48.87659,2.37457
"100 BD DE CHARONNE, Paris 75020",48.85373,2.3969
"25 RUE DU TUNNEL, Paris 75019",48.87919,2.38448
"22 RUE DU BORREGO, Paris 75020",48.8729,2.40021
"20 RUE DU TELEGRAPHE, Paris 75020",48.87261,2.39945
"91 RUE DES MARAICHERS, Paris 75020",48.85567,2.40574
"38 RUE D AVRON, Paris 75020",48.85187,2.40199
"37 RUE BOURET, Paris 75019",48.88266,2.37184
"17 RUE ORFILA, Paris 75020",48.86601,2.39564
"17 RUE DE BAGNOLET, Paris 75020",48.85681,2.39589
"83 RUE DES COURONNES, Paris 75020",48.87115,2.3886
"60 RUE DE BAGNOLET, Paris 75020",48.8576,2.3995
"33 RUE PELLEPORT, Paris 75020",48.86376,2.40397
"17 AV SECRETAN, Paris 75019",48.88199,2.37178
"128 RUE DES COURONNES, Paris 75020",48.87194,2.38942
"73 RUE DES PRAIRIES, Paris 75020",48.86362,2.40112
"78 BD DE BELLEVILLE, Paris 75020",48.87355,2.38415
"116 BD DE BELLEVILLE, Paris 75020",48.87462,2.38791
"8 RUE DE BUZENVAL, Paris 75020",48.85052,2.40208
"58 RUE DE TERRE NEUVE, Paris 75020",48.85548,2.4006
"7 SQ BOLIVAR, Paris 75019",48.87577,2.38337
"38 AV GAMBETTA, Paris 75020",48.86485,2.39746
"115A RUE DES AMANDIERS, Paris 75020",48.86787,2.3882
"15 AV JEAN JAURES, Paris 75019",48.88349,2.3723
"5 RUE MONTE CRISTO, Paris 75020",48.85642,2.39749
"8 RUE DES RONDEAUX, Paris 75020",48.86129,2.39946
"88 RUE ALEXANDRE DUMAS, Paris 75020",48.8549,2.39825
"92 AV DE FLANDRE, Paris 75019",48.89032,2.37677
"8 RUE D AVRON, Paris 75020",48.85143,2.39946
"110 RUE DE MEAUX, Paris 75019",48.88547,2.38142
"7B RUE BELLOT, Paris 75019",48.88601,2.36745
"44 RUE MOURAUD, Paris 75020",48.85605,2.4087
"11 RUE LAUZIN, Paris 75019",48.87583,2.37829
"88 RUE DES MARAICHERS, Paris 75020",48.85438,2.40636
"2 VLA DE L ADOUR, Paris 75019",48.87542,2.38722
"7 RUE HAXO, Paris 75020",48.86957,2.40518
"100 AV JEAN JAURES, Paris 75019",48.8852,2.38005
"61 RUE RAMUS, Paris 75020",48.86351,2.39774
"109 RUE DES GRANDS CHAMPS, Paris 75020",48.85193,2.4079
"1 VLA ALBERT ROBIDA, Paris 75019",48.879,2.39077
"61 RUE DE L OURCQ, Paris 75019",48.89169,2.38017
"5 VLA PAUL VERLAINE, Paris 75019",48.88143,2.38946
"65 PL DE LA REUNION, Paris 75020",48.85545,2.40077
"5 RUE REBEVAL, Paris 75019",48.87422,2.37626
"73 RUE DE BAGNOLET, Paris 75020",48.85802,2.39999
"14 QUAI DE LA LOIRE, Paris 75019",48.88379,2.3718
"58 RUE DE LA VILLETTE, Paris 75019",48.87754,2.38799
"12 AV DE LAUMIERE, Paris 75019",48.88367,2.38095
"6 RUE MICHEL DE BOURGES, Paris 75020",48.85419,2.40036
"19 PAS BOUDIN, Paris 75020",48.86929,2.40741
"304 RUE DES PYRENEES, Paris 75020",48.87232,2.39161
"5 RUE JOUYE ROUVE, Paris 75020",48.87302,2.38286
"12 PAS DES SOUPIRS, Paris 75020",48.86861,2.3964
"36 RUE DE LA REUNION, Paris 75020",48.85424,2.40247
"138 RUE D AVRON, Paris 75020",48.8532,2.40942
"2 RUE JOSEPH KOSMA, Paris 75019",48.88944,2.38566
"31 RUE DU TRANSVAAL, Paris 75020",48.87189,2.3887
"41T RUE PETIT, Paris 75019",48.88528,2.38426
"13 RUE DES MURIERS, Paris 75020",48.86476,2.39125
"23 RUE LE BUA, Paris 75020",48.86734,2.40365
"5 RUE CAVENDISH, Paris 75019",48.88203,2.38067
"11 RUE ARMAND CARREL, Paris 75019",48.8825,2.38004
"116 BD DE CHARONNE, Paris 75020",48.85465,2.39618
"65 RUE DE L OURCQ, Paris 75019",48.89194,2.37968
"72 RUE ARCHEREAU, Paris 75019",48.89301,2.37631
"4 RUE BELGRAND, Paris 75020",48.86477,2.39935
"80 AV GAMBETTA, Paris 75020",48.86927,2.40244
"3 VLA GAGLIARDINI, Paris 75020",48.87558,2.40305
"90 RUE HAXO, Paris 75020",48.87475,2.40318
"32 RUE DE L ERMITAGE, Paris 75020",48.87103,2.39189
"192 RUE DE CRIMEE, Paris 75019",48.89136,2.37615
"8 RUE BISSON, Paris 75020",48.8703,2.38003
"75 BD SERURIER, Paris 75019",48.87895,2.40084
"27 RUE DU RHIN, Paris 75019",48.88326,2.38227
"26 RUE LESAGE, Paris 75020",48.87242,2.38273
"1 AV SECRETAN, Paris 75019",48.88245,2.37072
"14 RUE DES HAIES, Paris 75020",48.85251,2.40028
"142 BD DE LA VILLETTE, Paris 75019",48.87922,2.37057
"66 AV SIMON BOLIVAR, Paris 75019",48.8765,2.37661
"19 AV MATHURIN MOREAU, Paris 75019",48.87832,2.37252
"15 RUE DE MEAUX, Paris 75019",48.87899,2.37116
"31 RUE LEVERT, Paris 75020",48.87478,2.39176
"76 RUE DE CRIMEE, Paris 75019",48.88184,2.387
"31 RUE DU CLOS, Paris 75020",48.85758,2.40728
"39 RUE DU BORREGO, Paris 75020",48.87338,2.40135
"17 RUE DU GROUPE MANOUCHIAN, Paris 75020",48.86949,2.40447
"33 RUE DU RETRAIT, Paris 75020",48.86905,2.39367
"80 BD DE MENILMONTANT, Paris 75020",48.86886,2.39071
"43 AV SECRETAN, Paris 75019",48.88072,2.3747
"14 RUE CLOVIS HUGUES, Paris 75019",48.88268,2.37375
"113 RUE DE MEAUX, Paris 75019",48.88437,2.37831
"21 RUE DE THIONVILLE, Paris 75019",48.88983,2.38446
"44 RUE CURIAL, Paris 75019",48.89233,2.37279
"14 RUE BOTZARIS, Paris 75019",48.87663,2.38134
"46 RUE DES ORTEAUX, Paris 75020",48.85635,2.40321
"41 RUE ARTHUR ROZIER, Paris 75019",48.87825,2.39078
"11 RUE EURYALE DEHAYNIN, Paris 75019",48.88587,2.37796
"149 AV JEAN JAURES, Paris 75019",48.88701,2.3857
"68B RUE MANIN, Paris 75019",48.88497,2.39278
"60 BD DE MENILMONTANT, Paris 75020",48.86829,2.38891
"62 AV DE FLANDRE, Paris 75019",48.88822,2.37416
"18 RUE DE L EST, Paris 75020",48.87105,2.39414
"1 PL EMILE LANDRIN, Paris 75020",48.8639,2.40037
"7 RUE CURIAL, Paris 75019",48.89043,2.37166
"6 RUE DE L ERMITAGE, Paris 75020",48.86986,2.39167
"199 RUE DES PYRENEES, Paris 75020",48.86221,2.39995
"38 RUE DES ENVIERGES, Paris 75020",48.87224,2.38774
"37 RUE DE NANTES, Paris 75019",48.89243,2.38096
"35 AV MATHURIN MOREAU, Paris 75019",48.87859,2.37495
"16 RUE DU GENERAL LASSALLE, Paris 75019",48.87404,2.37989
"9 RUE DU PLATEAU, Paris 75019",48.87793,2.38501
"119 RUE DE CRIMEE, Paris 75019",48.88571,2.38233
"14 RUE DU CAPITAINE FERBER, Paris 75020",48.8653,2.40531
"6 RUE D HAUTPOUL, Paris 75019",48.88083,2.38844
"12 RUE DES ENVIERGES, Paris 75020",48.87168,2.38639
"38 RUE DU MAROC, Paris 75019",48.88732,2.36729
"37 RUE JULIEN LACROIX, Paris 75020",48.86972,2.38502
"4 RUE JULES ROMAINS, Paris 75019",48.87287,2.37845
"11 VLA STENDHAL, Paris 75020",48.86256,2.40227
"42 RUE MANIN, Paris 75019",48.88437,2.39162
"7 QUAI DE L OISE, Paris 75019",48.88981,2.38162
"23T RUE DU TELEGRAPHE, Paris 75020",48.87293,2.39914
"153 RUE DE CRIMEE, Paris 75019",48.8877,2.38006
"176 RUE PELLEPORT, Paris 75020",48.87391,2.39799
"56 RUE DE MOUZAIA, Paris 75019",48.88029,2.39714
"32 RUE PIAT, Paris 75020",48.8721,2.3849
"203 AV GAMBETTA, Paris 75020",48.87306,2.40477
"1 RUE BRETONNEAU, Paris 75020",48.86737,2.40239
"68 RUE ORFILA, Paris 75020",48.867,2.39798
"76 RUE ALEXANDRE DUMAS, Paris 75020",48.85448,2.39679
"5 RUE LALLY TOLLENDAL, Paris 75019",48.88269,2.37463
"13 RUE DES FOUGERES, Paris 75020",48.87208,2.41046
"68 RUE ARCHEREAU, Paris 75019",48.8929,2.37617
"146 BD DE CHARONNE, Paris 75020",48.85637,2.39495
"11 RUE DU SURMELIN, Paris 75020",48.86814,2.40293
"4 RUE DES COURONNES, Paris 75020",48.86927,2.38139
"119 RUE MANIN, Paris 75019",48.88363,2.38919
"9 RUE DE LA CR DES NOUES, Paris 75020",48.86381,2.40308
"33 RUE DES LILAS, Paris 75019",48.87985,2.39648
"30 AV DE FLANDRE, Paris 75019",48.88608,2.37155
"17 RUE EUGENE JUMIN, Paris 75019",48.88738,2.39231
"85 RUE DE L OURCQ, Paris 75019",48.89308,2.37738
"55B RUE PLANCHAT, Paris 75020",48.85578,2.3964
"78 RUE DE BUZENVAL, Paris 75020",48.85344,2.40049
"16 RUE ROUVET, Paris 75019",48.89432,2.38319
"6 RUE PELLEPORT, Paris 75020",48.8626,2.40584
"5 SQ D AQUITAINE, Paris 75019",48.8873,2.39508
"12 RUE PRADIER, Paris 75019",48.87527,2.38171
"75 RUE DE BUZENVAL, Paris 75020",48.85342,2.4003
"12 VLA STENDHAL, Paris 75020",48.86239,2.40226
"22 RUE REMY DE GOURMONT, Paris 75019",48.87745,2.37639
"220 RUE DE BELLEVILLE, Paris 75020",48.87524,2.39631
"30 RUE DES HAIES, Paris 75020",48.85308,2.40117
"62 BD DE BELLEVILLE, Paris 75020",48.87337,2.38285
"123 AV JEAN JAURES, Paris 75019",48.88611,2.38227
"12 ALL LOUISE LABE, Paris 75019",48.87536,2.37822
"27 RUE DE LA CHINE, Paris 75020",48.86795,2.39823
"27 RUE DU MAROC, Paris 75019",48.88701,2.36777
"11 ALL DES EIDERS, Paris 75019",48.89412,2.37907
"238 RUE DE BELLEVILLE, Paris 75020",48.87537,2.39844
"7 RUE DE LAGNY, Paris 75020",48.84889,2.40036
"6 RUE DE TERRE NEUVE, Paris 75020",48.85404,2.39715
"95 RUE DES MARAICHERS, Paris 75020",48.85592,2.40555
"11 RUE DU PRESSOIR, Paris 75020",48.86884,2.38314
"34 RUE DU TELEGRAPHE, Paris 75020",48.8735,2.39929
"127 AV JEAN JAURES, Paris 75019",48.8864,2.38272
"62 RUE D HAUTPOUL, Paris 75019",48.88541,2.38709
"10 RUE DE LUNEVILLE, Paris 75019",48.88648,2.38742
"62B RUE DE ROMAINVILLE, Paris 75019",48.87738,2.40261
"40 RUE DE MENILMONTANT, Paris 75020",48.86787,2.38671
"2B RUE ETIENNE MAREY, Paris 75020",48.86676,2.40621
"141 RUE DES PYRENEES, Paris 75020",48.85846,2.40277
"10 RUE DE L EQUERRE, Paris 75019",48.87482,2.38224
"4T PAS DE MELUN, Paris 75019",48.88385,2.37635
"123 BD DAVOUT, Paris 75020",48.85728,2.40967
"30 RUE CAVENDISH, Paris 75019",48.88342,2.37975
"44 RUE PLANCHAT, Paris 75020",48.85526,2.39713
"12 RUE JOUYE ROUVE, Paris 75020",48.8728,2.38277
